"X_id","TimeStamp","PART_FACT_PLAN_DATE","PART_FACT_SERIAL","PART_NAME","EQUIP_CD","EQUIP_NAME","PassOrFail","Reason","Injection_Time","Filling_Time","Plasticizing_Time","Cycle_Time","Clamp_Close_Time","Cushion_Position","Plasticizing_Position","Clamp_Open_Position","Max_Injection_Speed","Max_Injection_Pressure","Max_Switch_Over_Pressure","Max_Back_Pressure","Barrel_Temperature_2","Barrel_Temperature_3","Barrel_Temperature_4","Barrel_Temperature_5","Barrel_Temperature_6","Hopper_Temperature"
"5f8928bb9c0189cc666ef19b","2020-10-16 4:57","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.590000153,4.46999979,16.92000008,59.52000046,7.130000114,653.4099731,68.84999847,647.9899902,55.40000153,141.8000031,136.8000031,37.40000153,274.7000122,274.7999878,269.2000122,255,229.6999969,66.30000305
"5f8928de9c0189cc666ef20b","2020-10-16 4:58","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.600000381,4.480000019,16.90999985,59.58000183,7.130000114,653.4099731,68.83999634,647.9899902,55.29999924,141.8000031,136.8999939,37.5,275.5,275.2999878,270.7999878,254.6999969,229.5,67.19999695
"5f8928df9c0189cc666ef213","2020-10-16 4:58","2020-10-16 오전 12:00:00",23,"CN7 W/S SIDE MLD'G LH","S14","650톤-우진2호기","Y","None",9.600000381,4.480000019,16.90999985,59.58000183,7.130000114,653.4099731,68.83999634,647.9899902,55.29999924,141.8000031,136.8999939,37.5,275.5,275.2999878,270.7999878,254.6999969,229.5,67.19999695
"5f8928f39c0189cc666ef25e","2020-10-16 4:59","2020-10-16 오전 12:00:00",23,"CN7 W/S SIDE MLD'G LH","S14","650톤-우진2호기","Y","None",9.590000153,4.480000019,16.90999985,59.56000137,7.130000114,653.4199829,68.83999634,647.9899902,55.29999924,141.8000031,136.8000031,37.5,275,275.3999939,271.1000061,254.8999939,230,66.90000153
"5f8928f59c0189cc666ef265","2020-10-16 4:59","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.590000153,4.480000019,16.90999985,59.56000137,7.130000114,653.4199829,68.83999634,647.9899902,55.29999924,141.8000031,136.8000031,37.5,275,275.3999939,271.1000061,254.8999939,230,66.90000153
"5f89294b9c0189cc666ef5b9","2020-10-16 5:00","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.579999924,4.460000038,16.89999962,59.58000183,7.130000114,653.4099731,68.83999634,647.9899902,55.59999847,141.6999969,136.3999939,37.70000076,275.2999878,275.2000122,271.3999939,255,230,67.5
"5f89294c9c0189cc666ef5d6","2020-10-16 5:00","2020-10-16 오전 12:00:00",23,"CN7 W/S SIDE MLD'G LH","S14","650톤-우진2호기","Y","None",9.579999924,4.460000038,16.89999962,59.58000183,7.130000114,653.4099731,68.83999634,647.9899902,55.59999847,141.6999969,136.3999939,37.70000076,275.2999878,275.2000122,271.3999939,255,230,67.5
"5f8929989c0189cc666ef872","2020-10-16 5:01","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.579999924,4.460000038,16.92000008,59.56000137,7.130000114,653.4099731,68.84999847,647.9899902,55.5,141.8000031,136.6999969,37.40000153,275.3999939,275,271.2999878,255,230,67
"5f8929999c0189cc666ef87d","2020-10-16 5:01","2020-10-16 오전 12:00:00",23,"CN7 W/S SIDE MLD'G LH","S14","650톤-우진2호기","Y","None",9.579999924,4.460000038,16.92000008,59.56000137,7.130000114,653.4099731,68.84999847,647.9899902,55.5,141.8000031,136.6999969,37.40000153,275.3999939,275,271.2999878,255,230,67
"5f8929a89c0189cc666ef8fe","2020-10-16 5:02","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.569999695,4.449999809,16.90999985,59.52000046,7.139999866,653.4099731,68.83000183,647.9899902,55.70000076,141.6000061,136.3999939,37.09999847,274.8999939,274.7999878,270.7999878,255.3999939,230.1000061,66.69999695
"5f8929a99c0189cc666ef908","2020-10-16 5:02","2020-10-16 오전 12:00:00",23,"CN7 W/S SIDE MLD'G LH","S14","650톤-우진2호기","Y","None",9.569999695,4.449999809,16.90999985,59.52000046,7.139999866,653.4099731,68.83000183,647.9899902,55.70000076,141.6000061,136.3999939,37.09999847,274.8999939,274.7999878,270.7999878,255.3999939,230.1000061,66.69999695
"5f8929eb9c0189cc666efbb0","2020-10-16 5:03","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.56000042,4.449999809,16.89999962,59.52000046,7.139999866,653.4099731,68.83999634,647.9899902,55.70000076,141.6000061,136.3000031,36.90000153,275.2000122,274.5,270.2999878,255,230.1000061,67
"5f8929ec9c0189cc666efbb9","2020-10-16 5:03","2020-10-16 오전 12:00:00",23,"CN7 W/S SIDE MLD'G LH","S14","650톤-우진2호기","Y","None",9.56000042,4.449999809,16.89999962,59.52000046,7.139999866,653.4099731,68.83999634,647.9899902,55.70000076,141.6000061,136.3000031,36.90000153,275.2000122,274.5,270.2999878,255,230.1000061,67
"5f892a239c0189cc666efd3b","2020-10-16 5:04","2020-10-16 오전 12:00:00",23,"CN7 W/S SIDE MLD'G LH","S14","650톤-우진2호기","Y","None",9.569999695,4.449999809,16.89999962,59.52000046,7.130000114,653.4099731,68.83999634,647.9899902,55.70000076,141.6999969,136,36.90000153,274.7999878,275,269.3999939,255.3999939,229.6999969,68
"5f892a249c0189cc666efd42","2020-10-16 5:04","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.569999695,4.449999809,16.89999962,59.52000046,7.130000114,653.4099731,68.83999634,647.9899902,55.70000076,141.6999969,136,36.90000153,274.7999878,275,269.3999939,255.3999939,229.6999969,68
"5f892a799c0189cc666efeaf","2020-10-16 5:05","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.579999924,4.46999979,16.92000008,59.52000046,7.130000114,653.4099731,68.84999847,647.9899902,55.40000153,141.8000031,136.6999969,37,275,275.2999878,269,255.3999939,230,66.90000153
"5f892a7a9c0189cc666efeb7","2020-10-16 5:05","2020-10-16 오전 12:00:00",23,"CN7 W/S SIDE MLD'G LH","S14","650톤-우진2호기","Y","None",9.579999924,4.46999979,16.92000008,59.52000046,7.130000114,653.4099731,68.84999847,647.9899902,55.40000153,141.8000031,136.6999969,37,275,275.2999878,269,255.3999939,230,66.90000153
"5f892a9b9c0189cc666eff35","2020-10-16 5:06","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.579999924,4.46999979,16.92000008,59.52000046,7.130000114,653.4099731,68.83999634,647.9899902,55.5,141.6999969,136.8000031,37.09999847,275,275.7999878,269.1000061,254.3999939,229.8000031,67.80000305
"5f892a9c9c0189cc666eff3f","2020-10-16 5:06","2020-10-16 오전 12:00:00",23,"CN7 W/S SIDE MLD'G LH","S14","650톤-우진2호기","Y","None",9.579999924,4.46999979,16.92000008,59.52000046,7.130000114,653.4099731,68.83999634,647.9899902,55.5,141.6999969,136.8000031,37.09999847,275,275.7999878,269.1000061,254.3999939,229.8000031,67.80000305
"5f892ad89c0189cc666f01ca","2020-10-16 5:07","2020-10-16 오전 12:00:00",24,"CN7 W/S SIDE MLD'G RH","S14","650톤-우진2호기","Y","None",9.579999924,4.46999979,16.95000076,59.52000046,7.130000114,653.4099731,68.83999634,647.9899902,55.5,141.6999969,136.6999969,37.40000153,275.1000061,275.1000061,269.2999878,254.8999939,230,67.59999847
"5f892ad99c0189cc666f01ce","2020-10-16 5:07","2020-10-16 오전 12:00:00",23,"CN7 W/S SIDE MLD'G LH","S14","650톤-우진2호기","Y","None",9.579999924,4.46999979,16.95000076,59.52000046,7.130000114,653.4099731,68.83999634,647.9899902,55.5,141.6999969,136.6999969,37.40000153,275.1000061,275.1000061,269.2999878,254.8999939,230,67.59999847
