"X_id","TimeStamp","PART_FACT_PLAN_DATE","PART_FACT_SERIAL","PART_NAME","EQUIP_CD","EQUIP_NAME","PassOrFail","Reason","Injection_Time","Filling_Time","Plasticizing_Time","Cycle_Time","Clamp_Close_Time","Cushion_Position","Plasticizing_Position","Clamp_Open_Position","Max_Injection_Speed","Max_Injection_Pressure","Max_Switch_Over_Pressure","Max_Back_Pressure","Barrel_Temperature_2","Barrel_Temperature_3","Barrel_Temperature_4","Barrel_Temperature_5","Barrel_Temperature_6","Hopper_Temperature"
"5f8f87c09c0189cc6679187a","2020-10-21 0:57","2020-10-21 오전 12:00:00",17,"RG3 MOLD'G W/SHLD, LH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,13.01000023,61.77999878,6.809999943,654.289978,53.56000137,4.630000114,128.5,142.3000031,115.6999969,55.59999847,285,285,275.3999939,265.1000061,234.8999939,65.80000305
"5f8f87c09c0189cc6679187d","2020-10-21 0:57","2020-10-21 오전 12:00:00",18,"RG3 MOLD'G W/SHLD, RH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,13.01000023,61.77999878,6.809999943,654.289978,53.56000137,4.630000114,128.5,142.3000031,115.6999969,55.59999847,285,285,275.3999939,265.1000061,234.8999939,65.80000305
"5f8f87c09c0189cc66791885","2020-10-21 0:56","2020-10-21 오전 12:00:00",17,"RG3 MOLD'G W/SHLD, LH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,12.98999977,61.77999878,6.809999943,654.2800293,53.58000183,4.630000114,128.5,142.3999939,115.8000031,55.70000076,285.7999878,285,275.6000061,265.6000061,234.8000031,65.80000305
"5f8f87c19c0189cc66791888","2020-10-21 0:56","2020-10-21 오전 12:00:00",18,"RG3 MOLD'G W/SHLD, RH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,12.98999977,61.77999878,6.809999943,654.2800293,53.58000183,4.630000114,128.5,142.3999939,115.8000031,55.70000076,285.7999878,285,275.6000061,265.6000061,234.8000031,65.80000305
"5f8f87c29c0189cc6679188e","2020-10-21 0:55","2020-10-21 오전 12:00:00",17,"RG3 MOLD'G W/SHLD, LH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,12.94999981,61.75999832,6.809999943,654.2700195,53.56000137,4.630000114,128.3999939,142.5,116,55.79999924,285.1000061,285,276,265.1000061,234.6999969,65.90000153
"5f8f87c39c0189cc66791895","2020-10-21 0:55","2020-10-21 오전 12:00:00",18,"RG3 MOLD'G W/SHLD, RH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,12.94999981,61.75999832,6.809999943,654.2700195,53.56000137,4.630000114,128.3999939,142.5,116,55.79999924,285.1000061,285,276,265.1000061,234.6999969,65.90000153
"5f8f87c49c0189cc6679189a","2020-10-21 0:54","2020-10-21 오전 12:00:00",17,"RG3 MOLD'G W/SHLD, LH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,13.02000046,61.77999878,6.809999943,654.2700195,53.56000137,4.630000114,128.3999939,142.3999939,116.1999969,55.79999924,285.5,284.5,276,264.7999878,234.8000031,65.90000153
"5f8f87c49c0189cc6679189f","2020-10-21 0:54","2020-10-21 오전 12:00:00",18,"RG3 MOLD'G W/SHLD, RH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,13.02000046,61.77999878,6.809999943,654.2700195,53.56000137,4.630000114,128.3999939,142.3999939,116.1999969,55.79999924,285.5,284.5,276,264.7999878,234.8000031,65.90000153
"5f8f87c59c0189cc667918a4","2020-10-21 0:53","2020-10-21 오전 12:00:00",17,"RG3 MOLD'G W/SHLD, LH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,12.97000027,61.77999878,6.809999943,654.2800293,53.56000137,4.630000114,128.3999939,142.3999939,116.1999969,55.79999924,285.8999939,285.6000061,275.3999939,265,235.1999969,65.80000305
"5f8f87c59c0189cc667918a8","2020-10-21 0:53","2020-10-21 오전 12:00:00",18,"RG3 MOLD'G W/SHLD, RH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,12.97000027,61.77999878,6.809999943,654.2800293,53.56000137,4.630000114,128.3999939,142.3999939,116.1999969,55.79999924,285.8999939,285.6000061,275.3999939,265,235.1999969,65.80000305
"5f8f87c69c0189cc667918ab","2020-10-21 0:52","2020-10-21 오전 12:00:00",17,"RG3 MOLD'G W/SHLD, LH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,13.02000046,61.77999878,6.809999943,654.2700195,53.56000137,4.630000114,128.3999939,142.5,116.0999985,55.59999847,284.7000122,284.8999939,274.8999939,264.7000122,234.8999939,66.69999695
"5f8f87c79c0189cc667918b0","2020-10-21 0:52","2020-10-21 오전 12:00:00",18,"RG3 MOLD'G W/SHLD, RH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,13.02000046,61.77999878,6.809999943,654.2700195,53.56000137,4.630000114,128.3999939,142.5,116.0999985,55.59999847,284.7000122,284.8999939,274.8999939,264.7000122,234.8999939,66.69999695
"5f8f87c89c0189cc667918b5","2020-10-21 0:51","2020-10-21 오전 12:00:00",18,"RG3 MOLD'G W/SHLD, RH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,13.02000046,61.77999878,6.809999943,654.2800293,53.56999969,4.630000114,128.3999939,142.3999939,115.9000015,55.5,285.2999878,285,274.5,264.7000122,234.3999939,66.59999847
"5f8f87c89c0189cc667918b8","2020-10-21 0:51","2020-10-21 오전 12:00:00",17,"RG3 MOLD'G W/SHLD, LH","S14","650톤-우진2호기","Y","None",1.059999943,0.930000007,13.02000046,61.77999878,6.809999943,654.2800293,53.56999969,4.630000114,128.3999939,142.3999939,115.9000015,55.5,285.2999878,285,274.5,264.7000122,234.3999939,66.59999847
